Date,Time,Relative_time,Temperature,Resonance_Frequency,Dissipation
2024-05-15,17:28:53,1715786933.89,nan,nan,nan
2024-05-15,17:28:54,0.0,0.0,4995080.3,0.0002497657546153907
2024-05-15,17:28:54,0.26,0.0,4995080.45,0.0002497417243107527
2024-05-15,17:28:54,0.71,0.0,4995080.54,0.0002497337111042559
2024-05-15,17:28:55,1.01,0.0,4995080.66,0.0002496936637485107
2024-05-15,17:28:55,1.29,0.0,4995080.79,0.00024967497336847536
2024-05-15,17:28:55,1.55,0.0,4995080.93,0.0002496562829814919
2024-05-15,17:28:56,1.79,0.0,4995081.02,0.0002496375926051978
2024-05-15,17:28:56,2.09,0.0,4995081.15,0.0002496162309381254
2024-05-15,17:28:56,2.41,0.0,4995081.28,0.0002495948709276426
2024-05-15,17:28:56,2.74,0.0,4995081.4,0.0002495895263421415
2024-05-15,17:28:57,3.06,0.0,4995081.5,0.00024958151346696466
2024-05-15,17:28:57,3.4,0.0,4995081.6,0.00024957350059178786
2024-05-15,17:28:57,3.72,0.0,4995081.71,0.00024955480922261007
2024-05-15,17:28:58,3.97,0.0,4995081.81,0.00024954946564121884
2024-05-15,17:28:58,4.29,0.0,4995081.94,0.0002495361135222485
2024-05-15,17:28:58,4.59,0.0,4995082.06,0.0002495120838914727
2024-05-15,17:28:59,4.92,0.0,4995082.17,0.00024950140206612156
2024-05-15,17:28:59,5.25,0.0,4995082.26,0.0002494880502811416
2024-05-15,17:28:59,5.69,0.0,4995082.39,0.00024947202886892004
2024-05-15,17:29:00,5.91,0.0,4995082.51,0.0002494479992418856
2024-05-15,17:29:00,6.23,0.0,4995082.61,0.00024943197683357436
2024-05-15,17:29:00,6.57,0.0,4995082.77,0.0002493946004212578
2024-05-15,17:29:01,6.8,0.0,4995082.91,0.00024938124697220665
2024-05-15,17:29:01,7.13,0.0,4995083.03,0.0002493652252265314
2024-05-15,17:29:01,7.44,0.0,4995083.17,0.0002493411946023378
2024-05-15,17:29:01,7.76,0.0,4995083.29,0.0002493225038995392
2024-05-15,17:29:02,8.1,0.0,4995083.42,0.00024929313402193123
2024-05-15,17:29:02,8.42,0.0,4995083.52,0.0002492851211579804
2024-05-15,17:29:02,8.75,0.0,4995083.62,0.00024928244687411955
2024-05-15,17:29:03,9.08,0.0,4995083.73,0.00024926642481529833
2024-05-15,17:29:03,9.3,0.0,4995083.78,0.00024927175973539316
2024-05-15,17:29:03,9.62,0.0,4995083.89,0.0002492557393224718
2024-05-15,17:29:04,9.96,0.0,4995084.02,0.00024924505684410683
2024-05-15,17:29:04,10.28,0.0,4995084.15,0.0002492317050692837
2024-05-15,17:29:04,10.62,0.0,4995084.29,0.0002492076741276685
2024-05-15,17:29:05,10.94,0.0,4995084.39,0.00024919165339679127
2024-05-15,17:29:05,11.27,0.0,4995084.51,0.0002491649528359543
2024-05-15,17:29:05,11.51,0.0,4995084.61,0.0002491542706840981
2024-05-15,17:29:06,11.84,0.0,4995084.75,0.0002491409189167596
2024-05-15,17:29:06,12.14,0.0,4995084.87,0.00024912489751950683
2024-05-15,17:29:06,12.47,0.0,4995085.0,0.000249111543408357
2024-05-15,17:29:07,12.79,0.0,4995085.11,0.00024908484418027343
2024-05-15,17:29:07,13.13,0.0,4995085.22,0.00024907683165726295
2024-05-15,17:29:07,13.45,0.0,4995085.32,0.0002490661495075463
2024-05-15,17:29:08,13.79,0.0,4995085.43,0.00024906347556088564
2024-05-15,17:29:08,14.03,0.0,4995085.54,0.00024904745350848203
2024-05-15,17:29:08,14.33,0.0,4995085.69,0.000249026092530775
2024-05-15,17:29:08,14.66,0.0,4995085.81,0.0002490154093908473
2024-05-15,17:29:09,14.98,0.0,4995085.92,0.00024899137945494685
2024-05-15,17:29:09,15.32,0.0,4995086.05,0.0002489620096286526
2024-05-15,17:29:09,15.59,0.0,4995086.16,0.00024895666673341944
2024-05-15,17:29:10,15.97,0.0,4995086.28,0.0002489620013238051
2024-05-15,17:29:10,16.3,0.0,4995086.39,0.0002489433099765465
2024-05-15,17:29:10,16.52,0.0,4995086.44,0.00024895398348047783
2024-05-15,17:29:11,16.84,0.0,4995086.51,0.0002489566484478974
2024-05-15,17:29:11,17.17,0.0,4995086.63,0.000248935288161687
2024-05-15,17:29:11,17.5,0.0,4995086.77,0.00024892727498299115
2024-05-15,17:29:12,17.83,0.0,4995086.83,0.00024891926246265557
2024-05-15,17:29:12,18.15,0.0,4995086.95,0.00024890591003054783
2024-05-15,17:29:12,18.5,0.0,4995087.08,0.0002488925579308259
2024-05-15,17:29:12,18.72,0.0,4995087.21,0.00024887920583431105
2024-05-15,17:29:13,19.04,0.0,4995087.3,0.0002488685233548824
2024-05-15,17:29:13,19.36,0.0,4995087.4,0.00024886051050536796
2024-05-15,17:29:13,19.69,0.0,4995087.53,0.0002488338103052483
2024-05-15,17:29:14,20.02,0.0,4995087.66,0.0002488204582172851
2024-05-15,17:29:14,20.35,0.0,4995087.75,0.00024881511432436106
2024-05-15,17:29:14,20.67,0.0,4995087.87,0.0002488097697666655
2024-05-15,17:29:15,21.0,0.0,4995087.97,0.00024880976478087324
2024-05-15,17:29:15,21.24,0.0,4995088.09,0.00024881242974722614
2024-05-15,17:29:15,21.56,0.0,4995088.19,0.0002487937380905653
2024-05-15,17:29:16,21.88,0.0,4995088.3,0.0002487883948624148
2024-05-15,17:29:16,22.2,0.0,4995088.41,0.00024877771140720885
2024-05-15,17:29:16,22.53,0.0,4995088.51,0.00024876969855929963
2024-05-15,17:29:17,22.86,0.0,4995088.63,0.0002487536768553207
2024-05-15,17:29:17,23.19,0.0,4995088.76,0.00024874566334370893
2024-05-15,17:29:17,23.51,0.0,4995088.85,0.00024874031945078696
2024-05-15,17:29:17,23.76,0.0,4995088.96,0.0002487349762247739
2024-05-15,17:29:18,24.07,0.0,4995089.09,0.000248718953198735
